Id,Heading,Politik,Utbildning,Religion,Miljo,Ekonomi,LivsstilFritt,SamhalleKonflikter,Halsa,Idrott,VetenskapTeknik
1791,Förbättrade förutsättningar för den arbetsmarknadspolitiska verksamheten,0,0,0,0,1,0,0,0,0,0
1792,Subsidiaritetsprövning av direktivförslaget om bättre arbetsvillkor för plattformsarbete,0,0,0,0,1,0,0,0,0,0
1793,Utgiftsområde 14 Arbetsmarknad och arbetsliv,0,0,0,0,1,0,0,0,0,0
1794,Genomförande av visselblåsardirektivet,0,0,0,0,0,0,1,0,0,0
1796,Riksrevisionens rapport om arbetssökande över 55 år,0,0,0,0,1,0,0,0,0,0
1797,Arbetsmarknadspolitik och arbetslöshetsförsäkringen,0,0,0,0,1,0,0,0,0,0
1799,Jämställdhet och åtgärder mot diskriminering,0,0,0,0,1,0,0,0,0,0
1801,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",0,0,0,0,1,0,0,0,0,0
1805,Hushållningen med mark- och vattenområden,0,0,0,1,1,0,0,0,0,0
1806,Riksrevisionens rapport om systemet med energideklarationer,1,0,0,0,1,0,0,0,0,0
1807,Återinförande av tillfälliga åtgärder för att underlätta genomförandet av bolags- och föreningsstämmor,1,0,0,0,1,0,0,0,0,0
1808,Ändring av andelstal i gemensamhetsanläggningar,1,0,0,0,1,0,0,0,0,0
1809,Ett bättre underlag för åtgärder på bostadsmarknaden,1,0,0,0,1,0,0,0,0,0
1810,Ändringar i lagar som genomför internationella bestämmelser om radiologiska skador och skador vid sjötransporter,1,0,0,0,1,0,0,1,0,0
1811,Ett moderniserat konsumentskydd,0,0,0,0,1,0,0,0,0,0
1812,Stärkt skydd för hyresgäster,0,0,0,0,1,0,0,0,0,0
1813,Stärkt rätt till skadestånd för brottsoffer,0,0,0,0,1,0,1,0,0,0
1814,Hittegods i kollektivtrafiken,0,0,0,0,1,0,1,0,0,0
1815,En ny lag om företagsrekonstruktion,1,0,0,0,1,0,0,0,0,0
1816,Effektivare verktyg i utsökningsförfarandet,1,0,0,0,0,0,1,0,0,0
1818,Regional fysisk planering i Hallands län,0,0,0,0,0,0,1,0,0,0
1819,Ökad rättssäkerhet och snabbare verkställighet i internationella familjemål,0,0,0,0,0,0,1,0,0,0
1820,Aktivitetskravet i plan- och bygglagen,0,0,0,0,1,0,1,0,0,0
1821,Nya regler om föräldraskap i internationella situationer,0,0,0,0,0,0,1,0,0,0
1822,Vägar till hållbara vattentjänster,0,0,0,0,0,0,1,0,0,0
1824,Snabbare och enklare verkställighet av myndighetsbeslut,0,0,0,0,0,0,1,0,0,0
1825,Grundlagsskadestånd – ett rättighetsskydd för enskilda,0,0,0,0,1,0,1,0,0,0
1826,En effektivisering av byggnadsnämndens tillsyn,0,0,0,0,1,0,0,0,0,0
1827,Den nationella planen för omprövning av vattenkraft,0,0,0,1,1,0,1,0,0,0
1828,Subsidiaritetsprövning av kommissionens förslag till ett omarbetat direktiv om byggnaders energiprestanda,1,0,0,0,1,0,0,0,0,0
1829,Certifierade byggprojekteringsföretag – en mer förutsägbar byggprocess,0,0,0,0,1,0,0,0,0,0
1830,Insatser på plan- och byggområdet med anledning av invasionen av Ukraina,0,0,0,0,1,0,1,0,0,0
1840,Riksrevisionens rapport om administrationen i statliga myndigheter,1,0,0,0,0,0,1,0,0,0
1841,Regellättnader på värdepappersmarknaden och några frågor om referensvärden,1,0,0,0,1,0,0,0,0,0
1842,Ett förenklat upphandlingsregelverk,1,0,0,0,1,0,0,0,0,0
1843,Lagstiftningsåtgärder med anledning av EU:s gröna taxonomiförordning,1,0,0,1,1,0,0,0,0,0
1844,"Extra ändringsbudget för 2022 – Ersättningar på sjukförsäkringsområdet, stöd till företag, medel för testning och smittspårning samt åtgärder på skatteområdet och andra områden med anledning av coronaviruset",1,0,0,0,0,0,1,1,0,0
1845,Ändrade regler för att möjliggöra utlämning av uppgifter för inkomststudier,1,0,0,0,1,0,0,0,0,0
1846,Gränsöverskridande distribution av fonder,0,0,0,0,1,0,0,0,0,0
1847,Nya kapitaltäckningsregler för mycket stora värdepappersbolag,1,0,0,0,1,0,0,0,0,0
1848,Utgiftsområde 2 Samhällsekonomi och finansförvaltning,0,0,0,0,1,0,0,0,0,0
1849,Riktlinjer för den ekonomiska politiken,1,0,0,0,1,0,0,0,0,0
1850,Vårändringsbudget för 2022 samt extra ändringsbudget om stöd till Ukraina,1,0,0,0,1,0,1,0,0,0
1851,Finansiell stabilitet och finansmarknadsfrågor,0,0,0,0,1,0,0,0,0,0
1853,Utvärdering av penningpolitiken perioden 2019–2021 samt den senaste externa utvärderingen av penningpolitiken,1,0,0,0,1,0,0,0,0,0
1856,Den offentliga sektorns tillgängliggörande av data,0,0,0,0,1,0,0,0,0,1
1858,En effektivare överprövning av offentliga upphandlingar,0,0,0,0,0,0,1,0,0,0
1859,Utgiftsområde 25 Allmänna bidrag till kommuner,0,0,0,0,1,0,0,0,0,0
1861,Subsidiaritetsprövning av kommissionens förslag till ändrat beslut om systemet för Europeiska unionens egna medel,1,0,0,0,0,0,1,0,0,0
1862,Kompletterande bestämmelser till EU:s förordning om återhämtning och resolution av centrala motparter,0,0,0,0,0,0,1,0,0,0
1863,Ett nytt mål för Sjätte AP-fondens placeringsverksamhet,0,0,0,0,1,0,0,0,0,0
1865,En möjlighet för vissa försäkringsföreningar att tillämpa anpassade rörelseregler,1,0,0,0,1,0,0,0,0,0
1866,En utvidgad rätt till återköp och flytt av fond- och depåförsäkringar,0,0,0,0,1,0,0,0,0,0
1867,Ändrade regler om säkerställda obligationer,1,0,0,0,0,0,1,0,0,0
1868,Betaltjänstfrågor – några förtydliganden,0,0,0,0,1,0,0,0,0,0
1869,Tillfälligt sänkt skatt på bensin och diesel samt hantering av överskott av vaccindoser,0,0,0,0,1,0,0,1,0,0
1870,Utgiftsområde 26 Statsskuldsräntor m.m.,1,0,0,0,1,0,0,0,0,0
1871,Ekonomiskt stöd och utrustning till Ukraina,1,0,0,0,1,0,1,0,0,0
1872,Uppskov med behandlingen av vissa ärenden,1,0,0,0,0,0,0,0,0,0
1873,Utvärdering av statens upplåning och skuldförvaltning 2017–2021,0,0,0,0,1,0,0,0,0,0
1874,Riksrevisionens rapport om AP-fondernas hållbarhetsarbete,1,0,0,0,1,0,0,0,0,0
1875,"Slopad karenstid för stöd vid korttidsarbete, förstärkt evenemangsstöd och andra åtgärder med anledning av coronaviruset samt kompensation till hushållen för höga elpriser",0,0,0,0,1,0,0,1,0,0
1876,Garanti till Internationella återuppbyggnads- och utvecklingsbanken för lån till Ukraina,0,0,0,0,1,0,1,0,0,0
1877,Stöd till Ukraina med efterfrågad försvarsmateriel,0,0,0,0,1,0,1,0,0,0
1878,Åtgärder för att stärka rikets militära försvar och kompensation till hushållen för höga elpriser,0,0,0,0,1,0,1,0,0,0
1879,"Stöd till jordbruket och fiskerinäringen, kompensation för höga energipriser samt rekapitalisering av SAS AB",0,0,0,0,1,0,1,0,0,0
1880,Vårändringsbudget för 2022 och stöd till Ukraina,0,0,0,0,1,0,1,0,0,0
1881,Utgiftsområde 27 Avgiften till Europeiska unionen,1,0,0,0,1,0,0,0,0,0
1882,"Retroaktivt sänkt skatt på diesel inom jord-, skogs- och vattenbruk",0,0,0,1,1,0,0,0,0,0
1883,Redovisning av AP-fondernas verksamhet t.o.m. 2020,0,0,0,0,1,0,0,0,0,0
1884,Kompletterande bestämmelser till EU:s förordning om gräsrotsfinansiering,0,0,0,0,1,0,0,0,0,0
1885,Riksrevisionens granskning av miljöskatter på lång sikt,0,0,0,1,1,0,0,0,0,0
1887,Utgiftsområde 6 Försvar och samhällets krisberedskap,0,0,0,0,1,0,1,0,0,0
1889,Behandling av personuppgifter vid Försvarsmakten och Försvarets radioanstalt,0,0,0,0,0,0,1,0,0,0
1890,Riksrevisionens rapport om projektbidrag från anslag 2:4 Krisberedskap,1,0,0,0,1,0,1,0,0,0
1891,Riksrevisionens rapport om att bygga nationell försvarsförmåga – statens arbete med att stärka arméstridskrafterna,1,0,0,0,0,0,1,0,0,0
1892,Integritetsskydd vid signalspaning i försvarsunderrättelseverksamhet,0,0,0,0,0,0,1,0,0,1
1898,Skärpta straff för grova trafikbrott,1,0,0,0,0,0,1,0,0,0
1899,Lättnader i tillståndsplikten för ljuddämpare,0,0,0,0,0,0,1,0,0,0
1900,Riksrevisionens rapport om effektiviteten i Polismyndighetens arbete med information till brottsutsatta,0,0,0,0,0,0,1,0,0,0
1901,2021 års redogörelse för tillämpningen av lagen om särskild utlänningskontroll,0,0,0,0,0,0,1,0,0,0
1902,Redovisning av användningen av hemliga tvångsmedel under 2020,1,0,0,0,0,0,1,0,0,0
1903,Modernare regler för användningen av tvångsmedel,0,0,0,0,0,0,1,0,0,0
1904,Riksrevisionens rapport om polisens och åklagarnas arbete mot internetrelaterade sexuella övergrepp mot barn,1,0,0,0,0,0,1,0,0,0
1905,Ett särskilt brott för hedersförtryck,0,0,0,0,0,0,1,0,0,0
1906,Tillträdesförbud till badanläggningar och bibliotek,0,1,0,0,0,1,1,0,0,0
1907,Riksrevisionens rapport om ersättning till rättsliga biträden i brottmål,0,0,0,0,1,0,0,0,0,0
1908,Nya regler om husrannsakan för att söka efter vapen och andra farliga föremål,0,0,0,0,0,0,1,0,0,0
1909,Preventiva tvångsmedel för att förhindra allvarlig brottslighet,0,0,0,0,0,0,1,1,0,0
1910,Tillfälligt omhändertagande av villkorligt frigivna och skyddstillsynsdömda,0,0,0,0,0,0,1,0,0,0
1919,Ett starkare skydd för Sveriges säkerhet,0,0,0,0,0,0,1,0,0,0
1920,Nytt regelverk för kvalificerade säkerhetsärenden,0,0,0,0,0,0,1,0,0,0
1921,En samlad straffrättslig terrorismlagstiftning,0,0,0,0,0,0,1,0,0,0
1922,Sekretess för ljuddämpare,0,0,0,0,0,0,1,0,0,0
1923,Nya uppgifter om den tilltalades ålder i straffprocessen,0,0,0,0,0,0,1,0,0,0
1924,Registrering av kontantkort – förbättrad tillgång till uppgifter för brottsbekämpande myndigheter,0,0,0,0,0,0,1,0,0,0
1925,En stärkt rättsprocess och en ökad lagföring,0,0,0,0,0,0,1,0,0,0
1926,Effektivare bevisupptagning inom EU,0,0,0,0,0,0,1,0,0,0
1927,Nya regler om informationsutbyte om brottmålsdomar i EU,0,0,0,0,0,0,1,0,0,0
1928,Skärpta straff för knivbrott,0,0,0,0,0,0,1,0,0,0
1929,Bättre tillgång till finansiell information i brottsbekämpningen,0,0,0,0,1,0,1,0,0,0
1930,Aggressionsbrottet i svensk rätt och svensk straffrättslig domsrätt,0,0,0,0,0,0,1,0,0,0
1931,Ett modernare straffrättsligt skydd mot hemfridsbrott och olaga intrång,0,0,0,0,0,0,1,0,0,0
1932,Skärpt syn på våldtäkt och andra sexuella kränkningar,0,0,0,0,0,0,1,0,0,0
1933,Ökad kontroll vid verkställighet av fängelsestraff med fotboja,0,0,0,0,0,0,1,0,0,0
1934,Skärpt straff för gravfridsbrott,0,0,0,0,0,0,1,0,0,0
1935,Nya verktyg mot gängkriminaliteten,0,0,0,0,0,0,1,0,0,0
1936,Riksrevisionens rapport om Ekobrottsmyndighetens arbete mot den organiserade ekonomiska brottsligheten,0,0,0,0,1,0,1,0,0,0
1937,Stärkt sekretess i domstol för kontaktuppgifter till enskilda,0,0,0,0,0,0,1,0,0,0
1938,Kompletteringar till EU:s nya gräns- och kustbevakningsförordning och förtydliganden i regler om unga lagöverträdare,0,0,0,0,0,0,1,0,0,0
1939,Subsidiaritetsprövning av kommissionens förslag till direktiv om skydd för miljön genom straffrättsliga bestämmelser,0,0,0,1,0,0,1,0,0,0
1940,Redogörelse för verksamheten inom den gemensamma parlamentariska kontrollgruppen för Europol och den svenska delegationens arbete under 2021,0,0,0,0,0,0,1,0,0,0
1941,Slopad straffrabatt för unga myndiga vid allvarlig brottslighet,0,0,0,0,0,0,1,0,0,0
1942,Subsidiaritetsprövning av förslag till förordning om åtgärder mot transportföretag som underlättar eller ägnar sig åt människohandel eller smuggling av migranter i samband med olaglig inresa till EU,0,0,0,0,0,0,1,0,0,0
1943,En oberoende utredning av de s.k. påskupploppen,0,0,0,0,0,0,1,0,0,0
1944,Rättelse i rättegångsbalken,0,0,0,0,0,0,1,0,0,0
1945,Biometri i brottsbekämpningen,0,0,0,0,0,0,1,0,0,1
1946,Åtgärder mot personer som blockerar vägar,0,0,0,0,0,0,1,0,0,0
1947,Utökade möjligheter att använda tidiga förhör,0,0,0,0,0,0,1,0,0,0
1948,Utökade möjligheter att avgöra mål på handlingarna i allmän domstol,0,0,0,0,0,0,1,0,0,0
1949,Skärpta straff för våld och andra kränkningar i nära relationer,0,0,0,0,0,0,1,0,0,0
1950,Anpassningar av svensk lag till EU:s förordningar om Schengens informationssystem,0,0,0,0,0,0,1,0,0,0
1951,"Utgiftsområde 17 Kultur, medier, trossamfund och fritid",0,0,0,0,0,1,0,0,0,0
1952,Stärkt integritet i idrottens antidopningsarbete,0,0,0,0,0,0,0,1,1,0
1953,Uppskov med behandlingen av vissa ärenden,0,0,0,0,0,0,1,0,0,0
1955,Radio och tv i allmänhetens tjänst,0,0,0,0,0,1,0,0,0,0
1956,Konstarterna och kulturskaparnas villkor,0,0,0,0,0,1,0,0,0,0
1961,Kultur och fritid för barn och unga,0,0,0,0,0,1,0,0,0,0
1963,Granskning av statsrådens tjänsteutövning och regeringsärendenas handläggning,1,0,0,0,0,0,0,0,0,0
1964,Justitieombudsmännens ämbetsberättelse,1,0,0,0,0,0,0,0,0,0
1965,Ett teknikneutralt krav på underskrift av regeringsbeslut,1,0,0,0,0,0,0,0,0,1
1966,Föreningsfrihet och terroristorganisationer,0,0,0,0,0,0,1,0,0,0
1967,Ett ändamålsenligt skydd för tryck- och yttrandefriheten,0,0,0,0,0,0,1,0,0,0
1970,Riksrevisionens årsredovisning för 2021,1,0,0,0,0,0,0,0,0,0
1971,Vissa frågor om sekretess när Justitiekanslern bevakar statens rätt,1,0,0,0,0,0,0,0,0,0
1972,Kompletteringar till regelverket om säkerhetsskydd i riksdagen och dess myndigheter,1,0,0,0,0,0,0,0,0,0
1973,Rättelse i lag om ändring i offentlighets- och sekretesslagen,1,0,0,0,0,0,0,0,0,0
1977,Behandlingen av riksdagens skrivelser,1,0,0,0,0,0,0,0,0,0
1979,Riksdagen under coronapandemin 2020,1,0,0,0,0,0,1,0,0,0
1980,Sekretess hos två kommissioner,0,0,0,0,0,0,1,0,0,0
1990,"Tryck- och yttrandefrihet, massmediefrågor",1,0,0,0,0,1,1,0,0,0
1991,Kommunala och regionala frågor,0,0,0,0,0,0,1,0,0,0
1993,Val och beslut i kommuner och regioner,1,0,0,0,0,0,1,0,0,0
1994,Bättre villkor för kommersiell radio,0,0,0,0,0,0,1,0,0,1
1995,En skyldighet att lämna uppgifter till Institutet för mänskliga rättigheter,0,0,0,0,0,0,1,0,0,0
1996,Ett modernt offentligt belöningssystem och de allmänna flaggdagarna,0,0,0,0,0,1,1,0,0,0
1997,En konsultationsordning i frågor som rör det samiska folket,0,0,0,0,0,0,1,0,0,0
1998,"Kommittéberättelse – kommittéernas verksamhet under 2021, m.m.",1,0,0,0,0,0,1,0,0,0
1999,Verksamhetsredogörelser för riksdagens nämnder,1,0,0,0,0,0,0,0,0,0
2001,Utvecklingen på it-området när det gäller integritet och ny teknik,0,0,0,0,0,0,0,0,0,1
2002,Uppskov med behandlingen av vissa ärenden,0,0,0,0,0,0,1,0,0,0
2003,Subsidiaritetsprövning av Europaparlamentets förslag till rådets förordning om allmänna direkta val av ledamöter av Europaparlamentet,1,0,0,0,0,0,0,0,0,0
2004,Uppföljning av riksdagens tillämpning av subsidiaritetsprincipen,1,0,0,0,0,0,0,0,0,0
2005,Förstärkt skydd för väljare vid röstmottagning,1,0,0,0,0,0,0,0,0,0
2006,Riksrevisionens rapport om myndigheters service till enskilda som inte kan eller vill vara digitala,1,0,0,0,0,0,0,0,0,1
2007,Sekretess hos den kommission som fått i uppdrag att granska arbetet med att uppnå frigivning av två svenska medborgare utomlands,1,0,0,0,0,0,1,0,0,0
2008,Rätt till ledighet för politiska uppdrag på lokal och regional nivå i ett annat land,1,0,0,0,0,0,0,0,0,0
2009,Utgiftsområde 20 Allmän miljö- och naturvård,1,0,0,1,1,0,0,0,0,0
2012,Brott mot djur – skärpta straff och ett mer effektivt sanktionssystem,0,0,0,0,0,0,1,0,0,0
2013,Märkning och registrering av katter,0,0,0,0,0,0,1,0,0,0
2018,"Stärkt äganderätt, flexibla skyddsformer och ökade incitament för naturvården i skogen med frivillighet som grund",0,0,0,1,0,0,0,0,0,0
2020,"Utgiftsområde 23 Areella näringar, landsbygd och livsmedel",0,0,0,0,0,0,1,0,0,0
2025,Naturvård och biologisk mångfald,0,0,0,1,0,0,0,0,0,0
2027,Ordning och reda på avfallet,0,0,0,1,0,0,1,0,0,0
2028,En ökad differentiering av strandskyddet,0,0,0,0,0,0,1,0,0,0
2029,Tidigt kommunalt ställningstagande till vindkraft,0,0,0,1,1,0,0,0,0,0
2030,Straffbestämmelser till EU:s förordning om fartygsåtervinning och övergripande miljöfrågor,1,0,0,1,0,0,0,0,0,0
2031,Ändrade regler för kontroll av ekologisk produktion,1,0,0,1,0,0,0,0,0,0
2032,Tydligare bestämmelser om ersättning vid avslag på ansökningar om tillstånd till avverkning i fjällnära skog,1,0,0,1,0,0,0,0,0,0
2033,Man hällde bensin på kvinna i Göteborg,0,0,0,0,0,0,1,0,0,0
2034,"Sagolika vyer över grönt landskap längs Mosel Följ den snirklande floden, kantad av vinrankor. På klippor står slott och ruiner",0,0,0,1,0,1,0,0,0,0
2035,Tre begärs häktade efter dödsskjutning i Länsmansgården,0,0,0,0,0,0,1,0,0,0
2036,Coronasmitta i Nederländerna – dagen efter matchen mot Sverige ,0,0,0,0,0,0,0,1,1,0
2037,Anders Lundin återvänder till Robinson,0,0,0,0,0,1,0,0,0,0
2038,Lotta Olsson tipsar: Här är 5 nya deckare man bör läsa,0,0,0,0,0,1,0,0,0,0
2039,Rörliga mittenväljarna som kan avgöra valet DN/Ipsos mäter partiernas potential,1,0,0,0,0,0,0,0,0,0
2040,Riksdagsspärr blir stor utmaning för MP.,1,0,0,0,0,0,0,0,0,0
2041,Interna konflikter splittrar favorittippade Frankrike,0,0,0,0,0,0,1,0,1,0
2042,Gunna och Young Thug fortsatt häktade,0,0,0,0,0,1,1,0,0,0
2043,Flera knivskurna i Göteborg – kopplas till gäng,0,0,0,0,0,0,1,0,0,0
2044,14 ihjälskjutna på bar i Sydafrika i natt,0,0,0,0,0,0,1,0,0,0
2045,Japan röstar i skuggan av mordet på Abe,1,0,0,0,0,0,1,0,0,0
2046,Depps nya film får premiär på franska Netflix,0,0,0,0,0,1,0,0,0,0
2047,Öresundsbron öppen igen efter fläktfel,0,0,0,0,0,0,1,0,0,0
2048,Vart tog sportslighet vägen i gentlemannasporten tennis?,0,0,0,0,0,0,0,0,1,0
2049,Moa Malmqvist: Farah Abadi förvaltar tre generationers minnen av flykt,0,0,0,0,0,1,1,0,0,0
2050,Här är de viktigaste pensionsförändringarna,0,0,0,0,1,0,0,0,0,0
2051,Jessica: Köpa mensskydd var lika pinsamt som att köpa kondomer,0,0,0,0,1,1,0,0,0,0
2052,Moderaten säger nej till vinstdrivande friskolor Vill förbjuda dem,1,1,0,0,0,0,0,0,0,0
2053,Nu har Robert Wenglén tröttnat på att bli ”rödsmetad” för sina åsikter,1,0,0,0,0,0,1,0,0,0
2054,Susanne Nyström: Därför kommer du inte att få din drömregering,1,0,0,0,0,0,0,0,0,0
2055,EM söndag 10 juli: Tess Olofsson dömer,0,0,0,0,0,0,0,0,1,0
2056,Lindahl om premiären: ”Energilöst” Fotbollsveteranerna besvikna efter krysset mot Nederländerna,0,0,0,0,0,0,0,0,1,0
2057,"Så blev Henrik Persson Ekdahl en techmiljardär Berättar om resan dit, lyxlivet han lever och viljan att ge tillbaka",0,0,0,0,1,0,0,0,0,1
2058,Vi har aldrig haft så mycket pengar som nu Konsumtionsforskaren: Hemmet har blivit en statusmarkör,0,0,0,0,1,0,0,0,0,0
2059,Emma Lukins: Premiären en besvikelse – men det ändrar ingenting,0,0,0,0,0,1,0,0,1,0
2060,Över 800 000 covidfall i Frankrike –\xa0på en vecka Antalet smittade av covid-19 ökar i Europa,0,0,0,0,0,0,0,1,0,0
2061,600 000 nya fall bekräftade i Italien,0,0,0,0,0,0,0,1,0,0
2062,Därför är lilla Ormön så viktig för Ryssland Ön utanför Ukrainas sydvästra hörn har blivit symbol för motståndet mot invasionen,0,0,0,0,0,0,1,0,0,0
2063,Boende i protest mot jakten på kobolt Metallen som är avgörande för elbilsbatterier är ett laddat ämne,0,0,0,1,1,0,0,0,0,1
2064,Osannolik målskytt – men bara kryss Sverige tog inte chansen. Poängtapp i EM-premiären trots ledning,0,0,0,0,0,0,0,0,1,0
2065,Tre döda i trafikolycka i Pajalatrakten Två personer har skadats i olyckan och förts till sjukhus,0,0,0,0,0,0,0,0,1,0
2066,Jätteräkor och tomater ska lösa beredskapen Projektledaren: Var tionde tomat ska komma härifrån  Hyllas av näringsministern,0,0,0,0,0,0,1,0,0,0
2067,Rysk hamburgerkedja har brist på pommes Före detta McDonalds-restauranger – hänvisar till dåliga skördar och exportstopp,0,0,0,0,0,1,1,0,0,0
2068,Studier: Tydlig vinst med höghastighetståg Enligt Trafikverket innebär satsningen stor förlust – men två studier pekar på motsatsen,0,1,0,0,0,0,0,0,0,1
2069,Tusentals strandsatta när charterflyg ställs in Cirka 700 resenärer fick sina flyg till Sverige inställda under lördagen,0,0,0,0,0,0,1,0,0,0
2070,Fackförbund på SAS provoceras av strejken Andra fackförbund i flygbolaget kritiserar pilotfacket,0,0,0,0,0,0,1,0,0,0
2071,Humanitär katastrof nära i Sievjerodonetsk Civilbefolkningen uppmanas lämna ryskockuperade städer i sydöstra Ukraina,0,0,0,0,0,0,1,0,0,0
2072,Nya tecken – räntan kan bli lägre än väntat Oro för inflation och arbetslöshet ligger bakom,0,0,0,0,1,0,0,0,0,0
2073,Sri Lankas president avgår efter protester Presidentpalatset stormades på lördagen,0,0,0,0,0,0,1,0,0,0
2074,Krig och pandemi ger lång väntan på ny bil,0,0,0,0,0,0,1,0,0,0
2075,Putin skruvar upp retoriken mot väst,0,0,0,0,0,0,1,0,0,0
2076,Hugh Grant kuppade mot Boris Johnson,1,0,0,0,0,0,0,0,0,0
2077,Barnafödandet minskar drastiskt i Stockholm,0,0,0,0,0,0,1,0,0,0
2078,PYD: ”Turkiet kan invadera när som helst,0,0,0,0,0,0,1,0,0,0
2079,Självstyret i norra Syrien förbereder sig för krig – och fruktar att svenska vapen kan användas mot dem,0,0,0,0,0,0,1,0,0,0
2080,"Turkiet tycker fortfarande att den bästa kurden är en död kurd. Svenska folket ska inte acceptera de här villkoren, säger PYD-ledaren Salih Muslim",0,0,0,0,0,0,1,0,0,0
